lesson,order_in_lesson,kanji,keyword,slug,v1_concept_summary,v2Concept,subjectType,humanPresence,narrativeStrength,emotionalTone,colorWeight,atmosphere,galleryPriority
24,2,嬌,attractive,attractive,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «attractive»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 嬌 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",transition
24,3,立,stand_up,stand_up,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «stand_up»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 立 only if carved, cast, or woven into the scene.",still_life,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",transition
24,4,泣,cry,cry,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «cry»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 泣 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",hero
24,5,章,chapter,chapter,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «chapter»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 章 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,6,競,compete,compete,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «compete»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 競 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,7,帝,sovereign,sovereign,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «sovereign»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 帝 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",hero
24,8,諦,renunciation,renunciation,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «renunciation»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 諦 only if carved, cast, or woven into the scene.",human,secondary,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,9,童,juvenile,juvenile,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «juvenile»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 童 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,10,瞳,pupil,pupil,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «pupil»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 瞳 only if carved, cast, or woven into the scene.",landscape,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",feature
24,11,鐘,bell,bell,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «bell»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 鐘 only if carved, cast, or woven into the scene.",landscape,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,12,商,deal,deal,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «deal»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 商 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,13,嫡,legitimate_wife,legitimate_wife,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «legitimate_wife»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 嫡 only if carved, cast, or woven into the scene.",still_life,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,14,適,suitable,suitable,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «suitable»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 適 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,15,滴,drip,drip,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «drip»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 滴 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,16,敵,enemy,enemy,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «enemy»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 敵 only if carved, cast, or woven into the scene.",landscape,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,17,匕, ,spoon,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for « »: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 匕 only if carved, cast, or woven into the scene.",still_life,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,18,叱, ,scold,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for « »: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 叱 only if carved, cast, or woven into the scene.",still_life,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",supporting
24,19,匂,scent,scent,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «scent»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 匂 only if carved, cast, or woven into the scene.",landscape,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",feature
