kanji,slug,prompt
問,question,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閲,review,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閥,clique,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
間,interval,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
闇,pitch_dark,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
簡,simplicity,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
開,open,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閉,closed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閣,tower,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閑,leisure,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
聞,hear,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
潤,wet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
欄,column,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
闘,fight,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
倉,warehouse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
創,genesis,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
非,non,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
俳,haiku,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
排,repudiate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
悲,sad,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
罪,guilt,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
輩,comrade,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
扉,front_door,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
侯,marquis,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
喉,throat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
候,climate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
決,decide,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
快,cheerful,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
偉,admirable,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
違,differ,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
緯,horizontal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
衛,defense,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
韓,korea,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
干,dry,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肝,liver,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
刊,publish,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
汗,sweat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
軒,flats,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
岸,beach,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
幹,tree_trunk,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
芋,potato,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
宇,eaves,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
余,too_much,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
除,exclude,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
徐,gradually,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
叙,confer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
途,route,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
斜,diagonal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
塗,paint,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
束,bundle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
頼,trust,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瀬,rapids,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
勅,imperial_order,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
疎,alienate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
辣,bitter,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
速,quick,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
整,organize,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
剣,sabre,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
険,precipitous,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
検,examination,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
倹,frugal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
重,heavy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
動,move,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
腫,tumor,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
勲,meritorious_deed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
働,work,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
種,species,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
衝,collide,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
薫,fragrant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
病,ill,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痴,stupid,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痘,pox,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
症,symptoms,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瘍,carbuncle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痩,lose_weight,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
疾,rapidly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
嫉,envy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痢,diarrhea,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痕,scar,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
疲,exhausted,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
疫,epidemic,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痛,pain,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
癖,mannerism,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
匿,hide,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
匠,artisan,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
医,doctor,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
匹,equal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
区,ward,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
枢,hinge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
殴,assault,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
欧,europe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
抑,repress,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
仰,look_up,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
迎,welcome,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
登,ascend,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
澄,lucidity,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
発,departure,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
廃,abolish,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
僚,colleague,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瞭,obvious,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
寮,dormitory,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
療,heal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
彫,carve,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
形,shape,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
影,shadow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杉,sugi,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
彩,coloring,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
彰,patent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
彦,handsome_man,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
顔,face,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
須,must,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
膨,swell,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
参,participate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
惨,wretched,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
修,discipline,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
珍,rare,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
診,checkup,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
文,sentence,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
対,opposite,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
紋,family_crest,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蚊,mosquito,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
斑,blemish,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
斉,adjusted,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
剤,dose,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
済,settle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
斎,purification,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
粛,solemn,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
塁,bases,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
楽,music,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
薬,medicine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
率,rate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
渋,astringent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
摂,vicarious,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
央,center,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
英,england,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
映,reflect,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
赤,red,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
赦,pardon,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
変,unusual,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
跡,tracks,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛮,barbarian,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
恋,romance,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
湾,gulf,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
黄,yellow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
横,sideways,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
把,grasp,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
色,color,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
絶,discontinue,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
艶,glossy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肥,fertilizer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
甘,sweet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
紺,navy_blue,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
某,so_and_so,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
